"Name","Child Poverty"
"Description","Children under 18 years in households with incomes below the Federal Poverty Level (FPL)."
"Source Notes","U.S. Census Bureau, American Community Survey 1-Year Estimates, Table S1701 (2005-2019); retrieved&nbsp;<a href=""https://data.census.gov/"" target=""_blank"">https://data.census.gov/</a><a href=""http://factfinder2.census.gov/"" target=""_blank""></a>."
"Notes","The Federal Poverty Level (FPL) is an income threshold calculated by the U.S. Census Bureau each year for the purpose of estimating the number of individuals and households living in poverty. The income threshold varies based on the number of children and adults in a household and the age of the head of household. In 2019, the FPL for a household consisting of two adults and two children was $25,750. The Census Bureau excludes institutionalized individuals, individuals living in military group quarters or college dorms, and unrelated individuals under 15 years of age from poverty estimates. Percents refer to the percent of children for whom poverty status was determined.&nbsp;"

Location,TimeFrame,DataFormat,Data,Fips
Crown Heights South,2014,Percent,0.28196,309
Sunset Park,2014,Percent,0.36843,307
Bay Ridge,2014,Percent,0.29532,310
Borough Park,2014,Percent,0.44767,312
Flatbush/Midwood,2014,Percent,0.25804,314
Sheepshead Bay,2014,Percent,0.2509,315
Bensonhurst,2014,Percent,0.25679,311
Coney Island,2014,Percent,0.44778,313
Astoria,2014,Percent,0.3097,401
Jackson Heights,2014,Percent,0.2162,403
Flushing,2014,Percent,0.19446,407
Bayside,2014,Percent,0.09858,411
Queens Village,2014,Percent,0.14012,413
Fresh Meadows/Briarwood,2014,Percent,0.16004,408
Elmhurst/Corona,2014,Percent,0.28786,404
Rego Park/Forest Hills,2014,Percent,0.06445,406
Sunnyside/Woodside,2014,Percent,0.21127,402
Ridgewood/Glendale,2014,Percent,0.20423,405
Woodhaven,2014,Percent,0.19982,409
Jamaica/St. Albans,2014,Percent,0.18913,412
Howard Beach,2014,Percent,0.23612,410
The Rockaways,2014,Percent,0.28115,414
Bronx,2015,Number,154480,36005
Brooklyn,2015,Number,189253,36047
Manhattan,2015,Number,57592,36061
Queens,2015,Number,88374,36081
Staten Island,2015,Number,18804,36085
New York City,2015,Number,508503,3651000
Riverdale,2015,Number,7006,208
Williamsbridge,2015,Number,10437,212
Throgs Neck,2015,Number,2595,210
Pelham Parkway,2015,Number,10934,211
Morrisania,2015,Number,13181.30285,203
East Tremont,2015,Number,13760.69715,206
Bedford Park,2015,Number,14601,207
University Heights,2015,Number,21032,205
Concourse/Highbridge,2015,Number,20780,204
Unionport/Soundview,2015,Number,17337,209
Mott Haven,2015,Number,14523.11105,201
Hunts Point,2015,Number,8292.88895,202
Washington Heights,2015,Number,10498,112
Manhattanville,2015,Number,7254,109
Central Harlem,2015,Number,8312,110
East Harlem,2015,Number,13865,111
Upper East Side,2015,Number,692,108
Upper West Side,2015,Number,3602,107
Chelsea/Clinton,2015,Number,1436.19834,104
Midtown Business District,2015,Number,718.80166,105
Murray Hill/Stuyvesant,2015,Number,836,106
Lower East Side,2015,Number,9718,103
Battery Park/Tribeca,2015,Number,266.53695,101
Greenwich Village,2015,Number,393.46305,102
Tottenville,2015,Number,2841,503
South Beach,2015,Number,4443,502
St. George,2015,Number,11520,501
Williamsburg/Greenpoint,2015,Number,12269,301
Bushwick,2015,Number,10613,304
Bedford Stuyvesant,2015,Number,21330,303
Fort Greene/Brooklyn Hts,2015,Number,4260,302
Park Slope,2015,Number,2116,306
Crown Heights North,2015,Number,8002,308
Brownsville,2015,Number,13338,316
East New York,2015,Number,15231,305
Canarsie,2015,Number,9357,318
East Flatbush,2015,Number,7144,317
Crown Heights South,2015,Number,6301,309
Sunset Park,2015,Number,16269,307
Bay Ridge,2015,Number,3963,310
Borough Park,2015,Number,22574,312
Flatbush/Midwood,2015,Number,12606,314
Sheepshead Bay,2015,Number,6221,315
Bensonhurst,2015,Number,10765,311
Coney Island,2015,Number,6894,313
Astoria,2015,Number,6583,401
Jackson Heights,2015,Number,10183,403
Flushing,2015,Number,7092,407
Bayside,2015,Number,1786,411
Queens Village,2015,Number,2709,413
Fresh Meadows/Briarwood,2015,Number,4569,408
Elmhurst/Corona,2015,Number,7442,404
Rego Park/Forest Hills,2015,Number,5176,406
Sunnyside/Woodside,2015,Number,3821,402
Ridgewood/Glendale,2015,Number,7505,405
Woodhaven,2015,Number,7193,409
Jamaica/St. Albans,2015,Number,10477,412
Howard Beach,2015,Number,5575,410
The Rockaways,2015,Number,8263,414
Bronx,2015,Percent,0.4288,36005
Brooklyn,2015,Percent,0.31309,36047
Manhattan,2015,Percent,0.24333,36061
Queens,2015,Percent,0.18788,36081
Staten Island,2015,Percent,0.1819,36085
New York City,2015,Percent,0.28645,3651000
Riverdale,2015,Percent,0.27797,208
Williamsbridge,2015,Percent,0.30202,212
Throgs Neck,2015,Percent,0.13145,210
Pelham Parkway,2015,Percent,0.37117,211
Morrisania,2015,Percent,0.54682,203
East Tremont,2015,Percent,0.54682,206
Bedford Park,2015,Percent,0.45564,207
University Heights,2015,Percent,0.50578,205
Concourse/Highbridge,2015,Percent,0.5037,204
Unionport/Soundview,2015,Percent,0.4087,209
Mott Haven,2015,Percent,0.51014,201
Hunts Point,2015,Percent,0.51014,202
Washington Heights,2015,Percent,0.29168,112
Manhattanville,2015,Percent,0.33905,109
Central Harlem,2015,Percent,0.27148,110
East Harlem,2015,Percent,0.53184,111
Upper East Side,2015,Percent,0.01992,108
Upper West Side,2015,Percent,0.13248,107
Chelsea/Clinton,2015,Percent,0.16435,104
Midtown Business District,2015,Percent,0.16435,105
Murray Hill/Stuyvesant,2015,Percent,0.095,106
Lower East Side,2015,Percent,0.47839,103
Battery Park/Tribeca,2015,Percent,0.03575,101
Greenwich Village,2015,Percent,0.03575,102
Tottenville,2015,Percent,0.0819,503
South Beach,2015,Percent,0.15666,502
St. George,2015,Percent,0.28568,501
Williamsburg/Greenpoint,2015,Percent,0.35047,301
Bushwick,2015,Percent,0.4202,304
Bedford Stuyvesant,2015,Percent,0.49659,303
Fort Greene/Brooklyn Hts,2015,Percent,0.18276,302
Park Slope,2015,Percent,0.093,306
Crown Heights North,2015,Percent,0.31341,308
Brownsville,2015,Percent,0.43521,316
East New York,2015,Percent,0.37191,305
Canarsie,2015,Percent,0.18257,318
East Flatbush,2015,Percent,0.23376,317
Crown Heights South,2015,Percent,0.25515,309
Sunset Park,2015,Percent,0.44033,307
Bay Ridge,2015,Percent,0.17847,310
Borough Park,2015,Percent,0.39597,312
Flatbush/Midwood,2015,Percent,0.31294,314
Sheepshead Bay,2015,Percent,0.19776,315
Bensonhurst,2015,Percent,0.27579,311
Coney Island,2015,Percent,0.28011,313
Astoria,2015,Percent,0.24928,401
Jackson Heights,2015,Percent,0.24565,403
Flushing,2015,Percent,0.17614,407
Bayside,2015,Percent,0.0953,411
Queens Village,2015,Percent,0.07121,413
Fresh Meadows/Briarwood,2015,Percent,0.14721,408
Elmhurst/Corona,2015,Percent,0.25609,404
Rego Park/Forest Hills,2015,Percent,0.1916,406
Sunnyside/Woodside,2015,Percent,0.14808,402
Ridgewood/Glendale,2015,Percent,0.17086,405
Woodhaven,2015,Percent,0.20249,409
Jamaica/St. Albans,2015,Percent,0.18893,412
Howard Beach,2015,Percent,0.2212,410
The Rockaways,2015,Percent,0.25466,414
Battery Park/Tribeca,2016,Number,404.65155,101
Greenwich Village,2016,Number,597.34845,102
Lower East Side,2016,Number,4361,103
Chelsea/Clinton,2016,Number,334.55757,104
Midtown Business District,2016,Number,167.44243,105
Murray Hill/Stuyvesant,2016,Number,258,106
Upper West Side,2016,Number,1697,107
Upper East Side,2016,Number,708,108
Manhattanville,2016,Number,7171,109
Central Harlem,2016,Number,12175,110
East Harlem,2016,Number,13147,111
Washington Heights,2016,Number,14055,112
Mott Haven,2016,Number,13591.2284,201
Hunts Point,2016,Number,7760.7716,202
Morrisania,2016,Number,10473.80786,203
Concourse/Highbridge,2016,Number,19640,204
University Heights,2016,Number,20191,205
East Tremont,2016,Number,10934.19214,206
Bedford Park,2016,Number,15713,207
Riverdale,2016,Number,4906,208
Unionport/Soundview,2016,Number,18687,209
Throgs Neck,2016,Number,5678,210
Pelham Parkway,2016,Number,7666,211
Williamsbridge,2016,Number,8999,212
Williamsburg/Greenpoint,2016,Number,12870,301
Fort Greene/Brooklyn Hts,2016,Number,3988,302
Bedford Stuyvesant,2016,Number,12579,303
Bushwick,2016,Number,11541,304
East New York,2016,Number,16687,305
Park Slope,2016,Number,2643,306
Sunset Park,2016,Number,12841,307
Crown Heights North,2016,Number,6522,308
Crown Heights South,2016,Number,5666,309
Bay Ridge,2016,Number,5015,310
Bensonhurst,2016,Number,7412,311
Borough Park,2016,Number,24985,312
Coney Island,2016,Number,6342,313
Flatbush/Midwood,2016,Number,12387,314
Sheepshead Bay,2016,Number,6870,315
Brownsville,2016,Number,9197,316
East Flatbush,2016,Number,7336,317
Canarsie,2016,Number,5602,318
Astoria,2016,Number,4359,401
Sunnyside/Woodside,2016,Number,2962,402
Jackson Heights,2016,Number,7554,403
Elmhurst/Corona,2016,Number,7171,404
Ridgewood/Glendale,2016,Number,4677,405
Rego Park/Forest Hills,2016,Number,2371,406
Flushing,2016,Number,7512,407
Fresh Meadows/Briarwood,2016,Number,5882,408
Woodhaven,2016,Number,6085,409
Howard Beach,2016,Number,4623,410
Bayside,2016,Number,2308,411
Jamaica/St. Albans,2016,Number,8290,412
Queens Village,2016,Number,6299,413
The Rockaways,2016,Number,11529,414
St. George,2016,Number,13539,501
South Beach,2016,Number,4449,502
Tottenville,2016,Number,1781,503
Bronx,2016,Number,144240,36005
Brooklyn,2016,Number,170483,36047
Manhattan,2016,Number,55076,36061
Queens,2016,Number,81622,36081
Staten Island,2016,Number,19769,36085
New York City,2016,Number,471190,3651000
Battery Park/Tribeca,2016,Percent,0.048,101
Greenwich Village,2016,Percent,0.048,102
Lower East Side,2016,Percent,0.254,103
Chelsea/Clinton,2016,Percent,0.045,104
Midtown Business District,2016,Percent,0.045,105
Murray Hill/Stuyvesant,2016,Percent,0.018,106
Upper West Side,2016,Percent,0.072,107
Upper East Side,2016,Percent,0.023,108
Manhattanville,2016,Percent,0.365,109
Central Harlem,2016,Percent,0.426,110
East Harlem,2016,Percent,0.47,111
Washington Heights,2016,Percent,0.323,112
Mott Haven,2016,Percent,0.47,201
Hunts Point,2016,Percent,0.47,202
Morrisania,2016,Percent,0.469,203
Concourse/Highbridge,2016,Percent,0.457,204
University Heights,2016,Percent,0.569,205
East Tremont,2016,Percent,0.469,206
Bedford Park,2016,Percent,0.431,207
Riverdale,2016,Percent,0.238,208
Unionport/Soundview,2016,Percent,0.371,209
Throgs Neck,2016,Percent,0.256,210
Pelham Parkway,2016,Percent,0.277,211
Williamsbridge,2016,Percent,0.277,212
Williamsburg/Greenpoint,2016,Percent,0.35,301
Fort Greene/Brooklyn Hts,2016,Percent,0.166,302
Bedford Stuyvesant,2016,Percent,0.362,303
Bushwick,2016,Percent,0.435,304
East New York,2016,Percent,0.41,305
Park Slope,2016,Percent,0.1,306
Sunset Park,2016,Percent,0.376,307
Crown Heights North,2016,Percent,0.274,308
Crown Heights South,2016,Percent,0.23,309
Bay Ridge,2016,Percent,0.222,310
Bensonhurst,2016,Percent,0.184,311
Borough Park,2016,Percent,0.445,312
Coney Island,2016,Percent,0.286,313
Flatbush/Midwood,2016,Percent,0.279,314
Sheepshead Bay,2016,Percent,0.204,315
Brownsville,2016,Percent,0.38,316
East Flatbush,2016,Percent,0.204,317
Canarsie,2016,Percent,0.114,318
Astoria,2016,Percent,0.174,401
Sunnyside/Woodside,2016,Percent,0.143,402
Jackson Heights,2016,Percent,0.211,403
Elmhurst/Corona,2016,Percent,0.217,404
Ridgewood/Glendale,2016,Percent,0.116,405
Rego Park/Forest Hills,2016,Percent,0.134,406
Flushing,2016,Percent,0.173,407
Fresh Meadows/Briarwood,2016,Percent,0.169,408
Woodhaven,2016,Percent,0.175,409
Howard Beach,2016,Percent,0.166,410
Bayside,2016,Percent,0.097,411
Jamaica/St. Albans,2016,Percent,0.157,412
Queens Village,2016,Percent,0.154,413
The Rockaways,2016,Percent,0.308,414
St. George,2016,Percent,0.332,501
South Beach,2016,Percent,0.144,502
Tottenville,2016,Percent,0.056,503
Bronx,2016,Percent,0.401,36005
Brooklyn,2016,Percent,0.284,36047
Manhattan,2016,Percent,0.231,36061
Queens,2016,Percent,0.174,36081
Staten Island,2016,Percent,0.191,36085
New York City,2016,Percent,0.266,3651000
Riverdale,2017,Number,6992,208
Williamsbridge,2017,Number,7401,212
Throgs Neck,2017,Number,2749,210
Pelham Parkway,2017,Number,5698,211
Morrisania,2017,Number,10854.93157,203
East Tremont,2017,Number,11332.06843,206
Bedford Park,2017,Number,18999,207
University Heights,2017,Number,19306,205
Concourse/Highbridge,2017,Number,19058,204
Unionport/Soundview,2017,Number,15904,209
Mott Haven,2017,Number,14474.73463,201
Hunts Point,2017,Number,8265.26537,202
Washington Heights,2017,Number,10577,112
Manhattanville,2017,Number,7037,109
Central Harlem,2017,Number,9769,110
East Harlem,2017,Number,11482,111
Upper East Side,2017,Number,1705,108
Upper West Side,2017,Number,2918,107
Chelsea/Clinton,2017,Number,1154.95672,104
Midtown Business District,2017,Number,578.04328,105
Murray Hill/Stuyvesant,2017,Number,525,106
Lower East Side,2017,Number,7891,103
Battery Park/Tribeca,2017,Number,253.2101,101
Greenwich Village,2017,Number,373.7899,102
Tottenville,2017,Number,2226,503
South Beach,2017,Number,5049,502
St. George,2017,Number,9822,501
Williamsburg/Greenpoint,2017,Number,11186,301
Bushwick,2017,Number,11901,304
Bedford Stuyvesant,2017,Number,12254,303
Fort Greene/Brooklyn Hts,2017,Number,4169,302
Park Slope,2017,Number,1299,306
Crown Heights North,2017,Number,8419,308
Brownsville,2017,Number,8182,316
East New York,2017,Number,14971,305
Canarsie,2017,Number,7241,318
East Flatbush,2017,Number,5620,317
Crown Heights South,2017,Number,6616,309
Sunset Park,2017,Number,9169,307
Bay Ridge,2017,Number,3584,310
Borough Park,2017,Number,23228,312
Flatbush/Midwood,2017,Number,6144,314
Sheepshead Bay,2017,Number,6609,315
Bensonhurst,2017,Number,10949,311
Coney Island,2017,Number,6573,313
Astoria,2017,Number,4766,401
Jackson Heights,2017,Number,7673,403
Flushing,2017,Number,7434,407
Bayside,2017,Number,2020,411
Queens Village,2017,Number,4405,413
Fresh Meadows/Briarwood,2017,Number,5480,408
Elmhurst/Corona,2017,Number,5909,404
Rego Park/Forest Hills,2017,Number,1995,406
Sunnyside/Woodside,2017,Number,2083,402
Ridgewood/Glendale,2017,Number,4052,405
Woodhaven,2017,Number,4390,409
Jamaica/St. Albans,2017,Number,8951,412
Howard Beach,2017,Number,3468,410
The Rockaways,2017,Number,9702,414
Bronx,2017,Number,141034,36005
Brooklyn,2017,Number,158114,36047
Manhattan,2017,Number,54264,36061
Queens,2017,Number,72328,36081
Staten Island,2017,Number,17097,36085
New York City,2017,Number,442837,3651000
Riverdale,2017,Percent,0.283,208
Williamsbridge,2017,Percent,0.248,212
Throgs Neck,2017,Percent,0.123,210
Pelham Parkway,2017,Percent,0.231,211
Morrisania,2017,Percent,0.453,203
East Tremont,2017,Percent,0.453,206
Bedford Park,2017,Percent,0.458,207
University Heights,2017,Percent,0.462,205
Concourse/Highbridge,2017,Percent,0.496,204
Unionport/Soundview,2017,Percent,0.357,209
Mott Haven,2017,Percent,0.586,201
Hunts Point,2017,Percent,0.586,202
Washington Heights,2017,Percent,0.289,112
Manhattanville,2017,Percent,0.386,109
Central Harlem,2017,Percent,0.351,110
East Harlem,2017,Percent,0.465,111
Upper East Side,2017,Percent,0.054,108
Upper West Side,2017,Percent,0.082,107
Chelsea/Clinton,2017,Percent,0.161,104
Midtown Business District,2017,Percent,0.161,105
Murray Hill/Stuyvesant,2017,Percent,0.047,106
Lower East Side,2017,Percent,0.4,103
Battery Park/Tribeca,2017,Percent,0.032,101
Greenwich Village,2017,Percent,0.032,102
Tottenville,2017,Percent,0.069,503
South Beach,2017,Percent,0.149,502
St. George,2017,Percent,0.262,501
Williamsburg/Greenpoint,2017,Percent,0.401,301
Bushwick,2017,Percent,0.397,304
Bedford Stuyvesant,2017,Percent,0.36,303
Fort Greene/Brooklyn Hts,2017,Percent,0.178,302
Park Slope,2017,Percent,0.05,306
Crown Heights North,2017,Percent,0.293,308
Brownsville,2017,Percent,0.365,316
East New York,2017,Percent,0.317,305
Canarsie,2017,Percent,0.14,318
East Flatbush,2017,Percent,0.195,317
Crown Heights South,2017,Percent,0.275,309
Sunset Park,2017,Percent,0.274,307
Bay Ridge,2017,Percent,0.157,310
Borough Park,2017,Percent,0.453,312
Flatbush/Midwood,2017,Percent,0.17,314
Sheepshead Bay,2017,Percent,0.166,315
Bensonhurst,2017,Percent,0.241,311
Coney Island,2017,Percent,0.262,313
Astoria,2017,Percent,0.175,401
Jackson Heights,2017,Percent,0.205,403
Flushing,2017,Percent,0.171,407
Bayside,2017,Percent,0.101,411
Queens Village,2017,Percent,0.104,413
Fresh Meadows/Briarwood,2017,Percent,0.163,408
Elmhurst/Corona,2017,Percent,0.194,404
Rego Park/Forest Hills,2017,Percent,0.092,406
Sunnyside/Woodside,2017,Percent,0.108,402
Ridgewood/Glendale,2017,Percent,0.095,405
Woodhaven,2017,Percent,0.149,409
Jamaica/St. Albans,2017,Percent,0.173,412
Howard Beach,2017,Percent,0.126,410
The Rockaways,2017,Percent,0.259,414
Bronx,2017,Percent,0.396,36005
Brooklyn,2017,Percent,0.264,36047
Manhattan,2017,Percent,0.23,36061
Queens,2017,Percent,0.156,36081
Staten Island,2017,Percent,0.165,36085
New York City,2017,Percent,0.252,3651000
Battery Park/Tribeca,2018,Number,65.82655,101
Greenwich Village,2018,Number,97.17345,102
Lower East Side,2018,Number,8496,103
Chelsea/Clinton,2018,Number,939.02713,104
Midtown Business District,2018,Number,469.97287,105
Murray Hill/Stuyvesant,2018,Number,553,106
Upper West Side,2018,Number,1611,107
Upper East Side,2018,Number,620,108
Manhattanville,2018,Number,4243,109
Central Harlem,2018,Number,9497,110
East Harlem,2018,Number,7120,111
Washington Heights,2018,Number,9869,112
Mott Haven,2018,Number,13283.78351,201
Hunts Point,2018,Number,7585.21649,202
Morrisania,2018,Number,11425.39401,203
Concourse/Highbridge,2018,Number,15661,204
University Heights,2018,Number,20603,205
East Tremont,2018,Number,11927.60599,206
Bedford Park,2018,Number,12662,207
Riverdale,2018,Number,7515,208
Unionport/Soundview,2018,Number,15350,209
Throgs Neck,2018,Number,2498,210
Pelham Parkway,2018,Number,6686,211
Williamsbridge,2018,Number,7391,212
Williamsburg/Greenpoint,2018,Number,15829,301
Fort Greene/Brooklyn Hts,2018,Number,4847,302
Bedford Stuyvesant,2018,Number,16457,303
Bushwick,2018,Number,7942,304
East New York,2018,Number,10482,305
Park Slope,2018,Number,2593,306
Sunset Park,2018,Number,7183,307
Crown Heights North,2018,Number,6658,308
Crown Heights South,2018,Number,4577,309
Bay Ridge,2018,Number,5734,310
Bensonhurst,2018,Number,11892,311
Borough Park,2018,Number,18876,312
Coney Island,2018,Number,8556,313
Flatbush/Midwood,2018,Number,5594,314
Sheepshead Bay,2018,Number,5091,315
Brownsville,2018,Number,9487,316
East Flatbush,2018,Number,3881,317
Canarsie,2018,Number,5966,318
Astoria,2018,Number,4710,401
Sunnyside/Woodside,2018,Number,2141,402
Jackson Heights,2018,Number,7569,403
Elmhurst/Corona,2018,Number,5915,404
Ridgewood/Glendale,2018,Number,4929,405
Rego Park/Forest Hills,2018,Number,1807,406
Flushing,2018,Number,6378,407
Fresh Meadows/Briarwood,2018,Number,5435,408
Woodhaven,2018,Number,4581,409
Howard Beach,2018,Number,2375,410
Bayside,2018,Number,1105,411
Jamaica/St. Albans,2018,Number,8349,412
Queens Village,2018,Number,2153,413
The Rockaways,2018,Number,7608,414
St. George,2018,Number,7178,501
South Beach,2018,Number,4251,502
Tottenville,2018,Number,2940,503
Bronx,2018,Number,132588,36005
Brooklyn,2018,Number,151645,36047
Manhattan,2018,Number,43581,36061
Queens,2018,Number,65055,36081
Staten Island,2018,Number,14369,36085
New York City,2018,Number,407238,3651000
Battery Park/Tribeca,2018,Percent,0.00847,101
Greenwich Village,2018,Percent,0.00847,102
Lower East Side,2018,Percent,0.49678,103
Chelsea/Clinton,2018,Percent,0.08472,104
Midtown Business District,2018,Percent,0.08472,105
Murray Hill/Stuyvesant,2018,Percent,0.04234,106
Upper West Side,2018,Percent,0.05225,107
Upper East Side,2018,Percent,0.02312,108
Manhattanville,2018,Percent,0.18801,109
Central Harlem,2018,Percent,0.30738,110
East Harlem,2018,Percent,0.40397,111
Washington Heights,2018,Percent,0.2763,112
Mott Haven,2018,Percent,0.47193,201
Hunts Point,2018,Percent,0.47193,202
Morrisania,2018,Percent,0.50711,203
Concourse/Highbridge,2018,Percent,0.4486,204
University Heights,2018,Percent,0.50923,205
East Tremont,2018,Percent,0.50711,206
Bedford Park,2018,Percent,0.38691,207
Riverdale,2018,Percent,0.27873,208
Unionport/Soundview,2018,Percent,0.36075,209
Throgs Neck,2018,Percent,0.1077,210
Pelham Parkway,2018,Percent,0.25289,211
Williamsbridge,2018,Percent,0.24246,212
Williamsburg/Greenpoint,2018,Percent,0.40907,301
Fort Greene/Brooklyn Hts,2018,Percent,0.17581,302
Bedford Stuyvesant,2018,Percent,0.4084,303
Bushwick,2018,Percent,0.38834,304
East New York,2018,Percent,0.23849,305
Park Slope,2018,Percent,0.10745,306
Sunset Park,2018,Percent,0.20937,307
Crown Heights North,2018,Percent,0.24432,308
Crown Heights South,2018,Percent,0.21334,309
Bay Ridge,2018,Percent,0.2128,310
Bensonhurst,2018,Percent,0.30127,311
Borough Park,2018,Percent,0.37898,312
Coney Island,2018,Percent,0.37615,313
Flatbush/Midwood,2018,Percent,0.16191,314
Sheepshead Bay,2018,Percent,0.15666,315
Brownsville,2018,Percent,0.35694,316
East Flatbush,2018,Percent,0.15203,317
Canarsie,2018,Percent,0.12906,318
Astoria,2018,Percent,0.20634,401
Sunnyside/Woodside,2018,Percent,0.08896,402
Jackson Heights,2018,Percent,0.19531,403
Elmhurst/Corona,2018,Percent,0.17279,404
Ridgewood/Glendale,2018,Percent,0.12119,405
Rego Park/Forest Hills,2018,Percent,0.10886,406
Flushing,2018,Percent,0.14957,407
Fresh Meadows/Briarwood,2018,Percent,0.15851,408
Woodhaven,2018,Percent,0.1599,409
Howard Beach,2018,Percent,0.10199,410
Bayside,2018,Percent,0.05469,411
Jamaica/St. Albans,2018,Percent,0.15864,412
Queens Village,2018,Percent,0.06032,413
The Rockaways,2018,Percent,0.22225,414
St. George,2018,Percent,0.19679,501
South Beach,2018,Percent,0.12884,502
Tottenville,2018,Percent,0.09045,503
Bronx,2018,Percent,0.381,36005
Brooklyn,2018,Percent,0.26035,36047
Manhattan,2018,Percent,0.18908,36061
Queens,2018,Percent,0.14496,36081
Staten Island,2018,Percent,0.14091,36085
New York City,2018,Percent,0.23792,3651000
Battery Park/Tribeca,2019,Number,335.1904,101
Greenwich Village,2019,Number,494.8096,102
Lower East Side,2019,Number,6320,103
Chelsea/Clinton,2019,Number,877.71379,104
Midtown Business District,2019,Number,439.28621,105
Murray Hill/Stuyvesant,2019,Number,0,106
Upper West Side,2019,Number,2432,107
Upper East Side,2019,Number,1063,108
Manhattanville,2019,Number,2638,109
Central Harlem,2019,Number,7410,110
East Harlem,2019,Number,8104,111
Washington Heights,2019,Number,6152,112
Mott Haven,2019,Number,12227.14061,201
Hunts Point,2019,Number,6981.85939,202
Morrisania,2019,Number,11486.06069,203
Concourse/Highbridge,2019,Number,17019,204
University Heights,2019,Number,13909,205
East Tremont,2019,Number,11990.93931,206
Bedford Park,2019,Number,12039,207
Riverdale,2019,Number,5638,208
Unionport/Soundview,2019,Number,18528,209
Throgs Neck,2019,Number,2270,210
Pelham Parkway,2019,Number,4957,211
Williamsbridge,2019,Number,8027,212
Williamsburg/Greenpoint,2019,Number,13487,301
Fort Greene/Brooklyn Hts,2019,Number,3598,302
Bedford Stuyvesant,2019,Number,9372,303
Bushwick,2019,Number,7374,304
East New York,2019,Number,14923,305
Park Slope,2019,Number,1659,306
Sunset Park,2019,Number,6845,307
Crown Heights North,2019,Number,4100,308
Crown Heights South,2019,Number,6000,309
Bay Ridge,2019,Number,4091,310
Bensonhurst,2019,Number,6892,311
Borough Park,2019,Number,21350,312
Coney Island,2019,Number,6865,313
Flatbush/Midwood,2019,Number,3368,314
Sheepshead Bay,2019,Number,4163,315
Brownsville,2019,Number,15089,316
East Flatbush,2019,Number,3122,317
Canarsie,2019,Number,7235,318
Astoria,2019,Number,4031,401
Sunnyside/Woodside,2019,Number,1847,402
Jackson Heights,2019,Number,9776,403
Elmhurst/Corona,2019,Number,4521,404
Ridgewood/Glendale,2019,Number,3512,405
Rego Park/Forest Hills,2019,Number,1813,406
Flushing,2019,Number,7775,407
Fresh Meadows/Briarwood,2019,Number,4074,408
Woodhaven,2019,Number,3177,409
Howard Beach,2019,Number,1747,410
Bayside,2019,Number,701,411
Jamaica/St. Albans,2019,Number,6767,412
Queens Village,2019,Number,1580,413
The Rockaways,2019,Number,7291,414
St. George,2019,Number,7714,501
South Beach,2019,Number,2955,502
Tottenville,2019,Number,2205,503
Bronx,2019,Number,125073,36005
Brooklyn,2019,Number,139533,36047
Manhattan,2019,Number,36266,36061
Queens,2019,Number,58612,36081
Staten Island,2019,Number,12874,36085
New York City,2019,Number,372358,3651000
Battery Park/Tribeca,2019,Percent,0.03756,101
Greenwich Village,2019,Percent,0.03756,102
Lower East Side,2019,Percent,0.35712,103
Chelsea/Clinton,2019,Percent,0.09372,104
Midtown Business District,2019,Percent,0.09372,105
Murray Hill/Stuyvesant,2019,Percent,0,106
Upper West Side,2019,Percent,0.09345,107
Upper East Side,2019,Percent,0.02934,108
Manhattanville,2019,Percent,0.15502,109
Central Harlem,2019,Percent,0.26434,110
East Harlem,2019,Percent,0.42038,111
Washington Heights,2019,Percent,0.17425,112
Mott Haven,2019,Percent,0.54119,201
Hunts Point,2019,Percent,0.54119,202
Morrisania,2019,Percent,0.50227,203
Concourse/Highbridge,2019,Percent,0.4095,204
University Heights,2019,Percent,0.37224,205
East Tremont,2019,Percent,0.50227,206
Bedford Park,2019,Percent,0.30842,207
Riverdale,2019,Percent,0.27404,208
Unionport/Soundview,2019,Percent,0.45387,209
Throgs Neck,2019,Percent,0.1359,210
Pelham Parkway,2019,Percent,0.18982,211
Williamsbridge,2019,Percent,0.2431,212
Williamsburg/Greenpoint,2019,Percent,0.45223,301
Fort Greene/Brooklyn Hts,2019,Percent,0.15594,302
Bedford Stuyvesant,2019,Percent,0.30604,303
Bushwick,2019,Percent,0.3667,304
East New York,2019,Percent,0.31561,305
Park Slope,2019,Percent,0.06578,306
Sunset Park,2019,Percent,0.23381,307
Crown Heights North,2019,Percent,0.19176,308
Crown Heights South,2019,Percent,0.30086,309
Bay Ridge,2019,Percent,0.16719,310
Bensonhurst,2019,Percent,0.1734,311
Borough Park,2019,Percent,0.37098,312
Coney Island,2019,Percent,0.30205,313
Flatbush/Midwood,2019,Percent,0.07868,314
Sheepshead Bay,2019,Percent,0.12169,315
Brownsville,2019,Percent,0.47433,316
East Flatbush,2019,Percent,0.10956,317
Canarsie,2019,Percent,0.17206,318
Astoria,2019,Percent,0.1709,401
Sunnyside/Woodside,2019,Percent,0.07649,402
Jackson Heights,2019,Percent,0.28208,403
Elmhurst/Corona,2019,Percent,0.14633,404
Ridgewood/Glendale,2019,Percent,0.0982,405
Rego Park/Forest Hills,2019,Percent,0.09343,406
Flushing,2019,Percent,0.18062,407
Fresh Meadows/Briarwood,2019,Percent,0.10501,408
Woodhaven,2019,Percent,0.1154,409
Howard Beach,2019,Percent,0.08709,410
Bayside,2019,Percent,0.03417,411
Jamaica/St. Albans,2019,Percent,0.13163,412
Queens Village,2019,Percent,0.0447,413
